,text,intent
3243,what flight from boston to atlanta arrives earliest in atlanta,Flight.
3244,what is the schedule for flights between pittsburgh and boston on the evening of july ninth,Flight Time.
3245,i 'd like to fly from boston to oakland through denver,Flight.
3246,can you list all flights leaving from st. louis and arriving in milwaukee,Flight.
3247,show me flights from atlanta to washington dc leaving on thursday,Flight.
3248,show me all flights from san francisco to boston philadelphia or baltimore,Flight.
3249,show me the flights arriving at love field,Flight.
3250,do you have a night flight from washington to boston on august twenty seventh,Flight.
3251,show me all flights from san diego to dulles on boeing 767,Flight.
3252,what are the flights from boston to philadelphia,Flight.
3253,all round trip flights between new york and miami coach fare,Flight.
3254,i 'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon,Flight.
3255,i 'd like a cheap flight from dallas to baltimore on january first,Flight.
3256,round trip fares from denver to philadelphia under 1000 dollars and pittsburgh to philadelphia under 1000 dollars,Airfare.
3257,from phoenix to las vegas on saturday,Flight.
3258,my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,Flight.
3259,show me the flights on delta from atlanta in the morning,Flight.
3260,i would like to fly from denver to pittsburgh,Flight.
3261,how can i get from indianapolis to montreal in the evening,Flight.
3262,list all arrivals from any airport to baltimore on thursday morning arriving before 9 am,Flight.
3263,show me the flights from miami to san diego with one stop in denver,Flight.
3264,tell me the last flight from atlanta to philadelphia,Flight.
3265,are there any flights between pittsburgh and baltimore using a j31 aircraft,Flight.
3266,may i please see airlines and flight numbers from new york to toronto on the same date june seventeenth also arriving in toronto before noon thank you,Airline+flight No.
3267,what are the flights from boston to orlando,Flight.
3268,i need a flight from baltimore to seattle that stops in minneapolis,Flight.
3269,what ground transportation is available in boston,Ground Service.
3270,what is the latest return flight from atlanta to boston,Flight.
3271,could you tell me about flights from philadelphia to dallas that arrives in the early afternoon,Flight.
3272,i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,Flight.
3273,i would like a flight from oakland to philadelphia at one in the afternoon arriving at 5 pm,Flight.
3274,is there a round trip flight from atlanta to dallas via denver,Flight.
3275,show me the flights before 8 am on august second from boston to denver on delta,Flight.
3276,what flights are there from baltimore to newark,Flight.
3277,show me all round trip flights between houston and las vegas,Flight.
3278,what flights from pittsburgh to newark after 1020 pm,Flight.
3279,how much does it cost to fly from atlanta to san francisco,Airfare.
3280,what are the flights from san francisco to denver,Flight.
3281,show nonstop flights from new york to miami on a tuesday which cost less than 466 dollars one way,Flight.
3282,what is the most expensive flight from boston to dallas round trip,Flight.
3283,i need a nonstop flight from atlanta to baltimore arriving between 5 pm and 730 pm,Flight.
3284,what is the earliest flight in the morning leaving boston for baltimore,Flight.
3285,show me fares less than 400 dollars for flights from dallas to baltimore,Airfare.
3286,okay on the following wednesday i 'd like to go from memphis to cincinnati as early as possible,Flight.
3287,show me flights going from boston to denver arriving on wednesday morning,Flight.
3288,how many cities are served by lufthansa with first class flights,Quantity.
3289,show me the flights from all airports to love field,Flight.
3290,are there any flights from new york to los angeles which stop over in milwaukee,Flight.
3291,show united flights between pittsburgh and baltimore,Flight.
3292,find travel arrangements for a one way flight from boston to pittsburgh,Flight.
3293,what are flights from boston to st. petersburg,Flight.
3294,list flights from phoenix to detroit on wednesday,Flight.
3295,where does delta fly to that american doesn 't,Flight.
3296,show me fares for flights from minneapolis to seattle on july first 1993,Airfare.
3297,show me all fares from new york to miami leaving on a tuesday,Airfare.
3298,can i have a list of all the thursday flights from baltimore to atlanta that leave after 1 pm,Flight.
3299,can you show me fares for december sixteenth from oakland to dallas one way only,Airfare.
3300,show me fares from miami to new york,Airfare.
3301,show me one way flights from tampa to st. louis departing before 10 am first class,Flight.
3302,what flights are there from los angeles to pittsburgh,Flight.
3303,how many first class flights does delta airlines have,Quantity.
3304,can you tell me the flights that go from boston to atlanta sometime after 5 pm,Flight.
3305,show me the cheapest one way fares from san diego to miami,Airfare.
3306,i will need a car at new york,Ground Service.
3307,which northwest flights stop in denver before noon,Flight.
3308,show me flights from san francisco to pittsburgh on a sunday,Flight.
3309,what flights are provided by delta airlines,Flight.
3310,what flights leave from nashville to milwaukee,Flight.
3311,what is united airlines service between boston and san francisco,Flight.
3312,can you tell me what airline flies between denver and san francisco,Airline.
3313,show me round trip first class tickets from new york to miami,Airfare.
3314,show me the flight from detroit to westchester county with the highest one way fare,Flight.
3315,what flights are available wednesday afternoon from atlanta to san francisco,Flight.
3316,i want to fly from denver to san francisco,Flight.
3317,i need a flight from pittsburgh to boston on wednesday the fourteenth,Flight.
3318,what is your last flight leaving san francisco and arriving in denver,Flight.
3319,show me the fares for a first class ticket from baltimore to dallas,Airfare.
3320,what are the afternoon flights between washington and boston,Flight.
3321,okay on tuesday june first i 'd like to go from phoenix to detroit in the late afternoon,Flight.
3322,what flights are available friday afternoon from atlanta to dallas,Flight.
3323,show me the prices of first class tickets on us air round trip from cleveland to miami,Airfare.
3324,which delta flights depart from san francisco heading toward boston after 12 noon,Flight.
3325,show flights from philadelphia to dallas on saturday,Flight.
3326,flights from pittsburgh to baltimore between 10 am and 2 pm,Flight.
3327,flights between new york and san jose,Flight.
3328,what are the flights from boston to washington,Flight.
3329,i want to fly from boston to baltimore,Flight.
3330,what flights go from boston to washington next tuesday,Flight.
3331,what 's the earliest flight from boston to bwi that serves lunch,Flight.
3332,show me the car rentals in baltimore,Ground Service.
3333,may i have a listing of flights from minneapolis to long beach california on wednesday,Flight.
