,utterance,intent
20649,What's the weather like in western Queensland?,Get Weather.
20650,Give me the weather for South-East Queensland please.,Get Weather.
20651,Can you give me the weather in Tasmania please?,Get Weather.
20652,What's the weather in the great southern?,Get Weather.
20653,I want to know the forecast for NSW?,Get Weather.
20654,Please allow me to see the weather in NSW,Get Weather.
20655,"So hows the weather like in NSW, do show me",Get Weather.
20656,tell me the weather in victoria,Get Weather.
20657,what is today's forecast for texas,Get Weather.
20658,what is the forecast for southern california,Get Weather.
20659,Tell me the weather across New South Wales,Get Weather.
20660,What's the weather forecast for the Northern Territory,Get Weather.
20661,How's the weather looking in Tassie,Get Weather.
20662,"Weather report for Adelaide, South Australia please",Get Weather.
20663,"Weather conditions on Mornington Peninsula, Victoria please",Get Weather.
20664,What's the forecast for Darwin please?,Get Weather.
20665,What's the weather like in Victoria?,Get Weather.
20666,Tell me what the weather is like in Queensland?,Get Weather.
20667,Give me the weather for South Australia.,Get Weather.
20668,"Tell me the weather for New Jersey, please",Get Weather.
20669,Give me the forecast for Belfast,Get Weather.
20670,Show me the forecast for New South Wales.,Get Weather.
20671,What will the weather be like this afternoon in New York?,Get Weather.
20672,Forecast for London,Get Weather.
20673,let me know the weather forecast for Perth,Get Weather.
20674,what would be the temperature in Bangkok?,Get Weather.
20675,highlight the weather details in Dubai,Get Weather.
20676,What is the forecast for Queensland?,Get Weather.
20677,I would like to know the weather for Queensland,Get Weather.
20678,Advise what the weather is like East Coast Australia,Get Weather.
20679,I want to know the weather in Melbourne please,Get Weather.
20680,Give the forecast for south Australia.,Get Weather.
20681,Tell me how hot it will get in Idaho.,Get Weather.
20682,I want to know the temperature on Phillip island.,Get Weather.
20683,What's the weather forecast for Tasmania?,Get Weather.
20684,Tell me the expected weather conditions for today in Alaska.,Get Weather.
20685,Broadcast the weather in New Jersey to me,Get Weather.
20686,Check the weather details for Texas,Get Weather.
20687,Show me the weather report for New York,Get Weather.
20688,"Tell me the weather for Tokyo, Japan, please",Get Weather.
20689,Tell me the weather for Toowoomba,Get Weather.
20690,inform me of Western Australias weather,Get Weather.
20691,would you be able to tell me New south wales weather,Get Weather.
20692,wjat does the weather look like in queensland,Get Weather.
20693,"Cronulla, Sydney, Australia weather report.",Get Weather.
20694,What's the forecast for the East Coast,Get Weather.
20695,How's the weatehr looking like in the Melbourne Bay,Get Weather.
20696,"Show me the weather for VIctoria, Australia",Get Weather.
20697,Display Western Australia forecast,Get Weather.
20698,Bing me the weather in Provence,Get Weather.
20699,What is the weather in New south wales ?,Get Weather.
20700,Show me the weather in the Aegean Islands,Get Weather.
20701,Give me the forecast in New Zealand's south island,Get Weather.
20702,What's the weather like for Victoria,Get Weather.
20703,What's the forecast for South Australia,Get Weather.
20704,How's the weather looking on the east coast,Get Weather.
20705,Weather update for Queensland please,Get Weather.
20706,"What is the weather in British Columbia, Canada?",Get Weather.
20707,What's the weather going to be like in Victoria?,Get Weather.
20708,"Weather forecast for New South Wales, please?",Get Weather.
20709,What's the forecast for today in Victoria?,Get Weather.
20710,I need the weather forecast for Queensland.,Get Weather.
20711,Bring up Victoria's weather forecast.,Get Weather.
20712,Show me the weather in Queensland.,Get Weather.
20713,Weather Outlook for New South Wales?,Get Weather.
20714,What Weather is predicted for Tokyo?,Get Weather.
20715,"Give me the Forecast for London, please.",Get Weather.
20716,Inform me of the weather in Missouri.,Get Weather.
20717,Give me Hawaii's weather forecast.,Get Weather.
20718,What is California's temperature?,Get Weather.
20719,What's the weather like in Queensland?,Get Weather.
20720,What's the weather forecast in New South Wales?,Get Weather.
20721,How's the weather in Victoria?,Get Weather.
20722,What's Victoria's weather forecast?,Get Weather.
20723,Give me weather for the Balkans,Get Weather.
20724,Weather for Warsaw please,Get Weather.
20725,What's the weather in Northern Ireand?,Get Weather.
20726,Display forecast for Cornwall,Get Weather.
20727,Tell me what the weather is like in the south west of WA,Get Weather.
20728,What's the weather in the Bible Belt?,Get Weather.
20729,I want to know the weather for West Australia,Get Weather.
20730,get me the weather for Ontario,Get Weather.
20731,Get weather in Solomon Islands.,Get Weather.
20732,"Weather forecast, Porta Rico.",Get Weather.
20733,Tell me the tempreture in South Australia.,Get Weather.
20734,What's the weather like up in the Northern Territory?,Get Weather.
20735,Weather forecast for New South Wales please.,Get Weather.
20736,How's the weather in Tassie?,Get Weather.
20737,Give me a forecast for Adelaide.,Get Weather.
20738,Tell me of the weather in Guangzhou,Get Weather.
20739,How is the weather developing in Victoria?,Get Weather.
20740,Tell Me the weather in Antarctica,Get Weather.
20741,Display the central Australia weather,Get Weather.
20742,Need to see the pacific island weather,Get Weather.
20743,Update me on the weather in Delaware,Get Weather.
20744,Let me know what the weather is like in Delaware,Get Weather.
20745,Give me the forecast for Delaware,Get Weather.
20746,How is the weather in New South Wales?,Get Weather.
20747,What is the weather forecast in Tasmania?,Get Weather.
20748,What is the weather like in San Francisco?,Get Weather.
20749,How's the weather in Nevada?,Get Weather.
20750,How's the weather looking in New South Wales,Get Weather.
20751,Tell me the weather in Rhode Island,Get Weather.
20752,Tell me about the weather in Scandinavia?,Get Weather.
20753,Please indicate weather in Sydney.,Get Weather.
20754,Whats the climate in Tasmania.,Get Weather.
20755,Are there chances of rain in Darwin?,Get Weather.
20756,I want the weather forecast for Tasmania,Get Weather.
20757,Update me on Tasmania's weather,Get Weather.
20758,How's the weather in Western Australia?,Get Weather.
20759,How is the weather going to be in Fiji?,Get Weather.
20760,Please accurate weather of Tasmania?,Get Weather.
20761,Could you notify me the weather for Western Australia?,Get Weather.
20762,Give me details on the weather forecast for Victoria,Get Weather.
20763,Forecast for Northern Territory.,Get Weather.
20764,Is it cold in Georgia today?,Get Weather.
20765,Weather in ACT?,Get Weather.
20766,how hot in nsw,Get Weather.
20767,any snow in gympie,Get Weather.
20768,Can you tell me the weather in New York?,Get Weather.
20769,What is the weather like in Northern Ireland?,Get Weather.
20770,I need to know the weather in Delaware.,Get Weather.
20771,"Weather forecast for Queensland, please",Get Weather.
20772,"Tell me the forecast for Texas, please",Get Weather.
20773,"What is the weather in California, please?",Get Weather.
20774,forecast for Colarado,Get Weather.
20775,weather in New York,Get Weather.
20776,whats the forecast for New Orleans,Get Weather.
20777,Whats the weather like in Tasmania?,Get Weather.
20778,Give me the weather conditions in South Australia.,Get Weather.
20779,Weather in NSW,Get Weather.
20780,What is the weather in California?,Get Weather.
20781,Tell me the weather in Texas?,Get Weather.
20782,Show me the weather for Illinois,Get Weather.
20783,Let me see the weather in New Hampshire,Get Weather.
20784,Can I see the weather in California?,Get Weather.
20785,what's it like in new south wales,Get Weather.
20786,forecast for victoria please,Get Weather.
20787,I'd like the forecast for christmas morning,Get Weather.
20788,Is tomorrow morning in Coolangatta going to be fine?,Get Weather.
20789,Give me the weather for Victoria,Get Weather.
20790,What's the weather for Louisiana?,Get Weather.
20791,Can I have the weather for Mississippi?,Get Weather.
20792,How's the weather in Victoria,Get Weather.
20793,Please tell me what the weather is like in Victoria,Get Weather.
20794,Forecast for Darwin please?,Get Weather.
20795,What's the weather like in NSW?,Get Weather.
20796,Current weather in NSW please?,Get Weather.
20797,What the weather conditions in NSW right now?,Get Weather.
20798,Could you please find what the weather is for South Australia?,Get Weather.
20799,What is the weather forecast on the West coast of South America?,Get Weather.
20800,"Find out the weather for California, please",Get Weather.
20801,I would like to know the weather for  the Northern Territory Australia,Get Weather.
20802,Will you give me the forecast for Victoria Australia,Get Weather.
20803,Weather New South Wales now,Get Weather.
20804,how is the weather in Western Australia?,Get Weather.
20805,Please tell me the weather for Colorado.,Get Weather.
20806,I want to know the weather in Arizona,Get Weather.
20807,What's the forecast for South Eastern Victoria?,Get Weather.
20808,Tell me how hot it is in Tallangatta,Get Weather.
20809,What's the temperature of Ballarat?,Get Weather.
20810,How warm is it in Tassie?,Get Weather.
20811,I need Ohio's forecast,Get Weather.
20812,Please supply the outlook for New Mexico,Get Weather.
20813,How is the weather in the Channel Islands?,Get Weather.
20814,What's the weather like in Victoria?,Get Weather.
20815,How's the weather for WA?,Get Weather.
20816,Whats the weather like in South Africa right now,Get Weather.
20817,Please tell me the forecast for the Gold Coast,Get Weather.
20818,What is it like outside in Texas,Get Weather.
20819,Give me the weather details for Oregon,Get Weather.
20820,Tell me the weather forecast for Florida,Get Weather.
20821,Tell me the weather for North East Queensland,Get Weather.
20822,How is the weather tomorrow at 4:00 pm,Get Weather.
20823,"Weather details in Spain tomorrow at 1500 hrs, please?",Get Weather.
20824,Specify tomorrows weather in Adelaide?,Get Weather.
20825,Say the weather for tomorrow at 3:00 pm?,Get Weather.
20826,Mention weekend weather for Adelaide?,Get Weather.
20827,tell me the weather on weekend at sydney CBD.,Get Weather.
20828,what will be the weather like in the evening in kathmandu during weekend?,Get Weather.
20829,tell me the weather forecast for saturday the 12th at 16 hrs?,Get Weather.
20830,what is the forecast for sunday evening at tokyo Japan?,Get Weather.
