,intent,utterance
5548,Get Weather.,What's the weather forecast for the Dominican Republic
5549,Get Weather.,what is the forecast for Dr. Julian G. Bruce St. George Island State Park for rainy weather
5550,Get Weather.,Will it be cloudy by five PM in Gobler Jersey
5551,Get Weather.,"What's the weather forecast for Elida , Rhode Island ?"
5552,Get Weather.,What's the weather like in North Brunswick Township Virginia
5553,Get Weather.,What's the weather like in Topock
5554,Get Weather.,what is the weather forecast for Shasha Forest Reserve in 43 weeks
5555,Get Weather.,Is it freezing far from here on 12/5/2032
5556,Get Weather.,What's the weather in Organ Pipe Cactus National Monument
5557,Get Weather.,What's the weather on Groundhog Day in Slovenia
5558,Get Weather.,Will it rain in Paisley
5559,Get Weather.,"Is it going to be hot on Oct. the 8th, 2020 in the neighboring Greenland area"
5560,Get Weather.,Will there be rainfall faraway from Uganda
5561,Get Weather.,How much rain in Montana 12 months from now
5562,Get Weather.,What's the weather forecast for Coats ?
5563,Get Weather.,is it overcast close-by in Illinois
5564,Get Weather.,"Will it be windy in Breaux Bridge , Turks and Caicos Islands eleven hours from now ?"
5565,Get Weather.,Will it be stormy in MA
5566,Get Weather.,What will the temperature be at midnight in NE
5567,Get Weather.,what is the forecast for temperate conditions in Thailand in Lopeno
5568,Get Weather.,"What is the midday weather forecast for Chalkyitsik , Palestine"
5569,Get Weather.,what is the Sri Lanka forecast for snow
5570,Get Weather.,will there be a cloud next year in Kewanee
5571,Get Weather.,Weather in Cairngorms-Nationalpark close from freezing
5572,Get Weather.,Will the weather be warm in the Nationaal park Band-e AMir at twelve am ?
5573,Get Weather.,Check the weather forecast for Biscay
5574,Get Weather.,What's the weather on august seventh for Crystal Lawns Guam
5575,Get Weather.,What are the weather conditions in Noel ?
5576,Get Weather.,What's the weather going to be like here in one minute ?
5577,Get Weather.,What is the weather going to be like in Epleys in South Georgia and the South Sandwich Islands in 11 months
5578,Get Weather.,Is it humid in my current spot
5579,Get Weather.,Is it going to be chillier in New Mexico this spring ?
5580,Get Weather.,"Will it be warm in Gilmer , Keeling Islands ?"
5581,Get Weather.,"What is the weather supposed to be like at Sunset in Cosby , Kansas"
5582,Get Weather.,Weather for July 1 in UT
5583,Get Weather.,"What is the weather looking like for December the eleventh, 2034 in MD"
5584,Get Weather.,Will it get chillier in 2 seconds in Republic of the Congo ?
5585,Get Weather.,what is the Posey Island State Park forecast for colder temps at meal time
5586,Get Weather.,what is the forecast for Niger
5587,Get Weather.,Will it be hot during Winter ?
5588,Get Weather.,Tell me if it'll be chillier in 3 minutes here
5589,Get Weather.,Will there be snowfall in Kitlope Heritage Conservancy
5590,Get Weather.,Will there be a blizzard in Egypt ?
5591,Get Weather.,there is cloud in Genola South Sudan
5592,Get Weather.,What will the weather be in Romania at 4 ?
5593,Get Weather.,"give me the weather forecast for Lower Lake on sep. 21, 2038"
5594,Get Weather.,What's the weather forecast for Arizona City ?
5595,Get Weather.,"Check the forecast for Hulmeville , WV ."
5596,Get Weather.,Will it be colder here one minute from now
5597,Get Weather.,What is the weather forecast for Djibouti
5598,Get Weather.,Will there be hail around Khao Phanom Bencha National Park ?
5599,Get Weather.,I need a table in Uruguay in 213 days when it's chillier
5600,Get Weather.,Want to know the hot weather situation in Netherlands december 4 .
5601,Get Weather.,Is there weather going to get chilly when I get close to New York ?
5602,Get Weather.,how is the weather in Mount Olivet
5603,Get Weather.,Ho warm is it in Arcola ?
5604,Get Weather.,Tell me the weather forecast for my current place at 15 o'clock
5605,Get Weather.,Is it cold in North Carolina
5606,Get Weather.,Tell me the weather forecast for Niue
5607,Get Weather.,Show the forecast for Tanintharyi Nature Reserve
5608,Get Weather.,what do the cloud indicate in East Aurora
5609,Get Weather.,Is it windy in June Park ?
5610,Get Weather.,What's the weather forecast near to Fern Creek this Winter ?
5611,Get Weather.,"What will the weather be within the same area in Minnesota on June 27th, 2023 ?"
5612,Get Weather.,Will there be snowfall faraway from Robinson Forest
5613,Get Weather.,Tell me the weather forecast for here
5614,Get Weather.,Check the weather for Faroe Islands .
5615,Play Music.,I wish to listen to some instrumental music.
5616,Play Music.,Play the greatest melody from Paul Wright on Pandora
5617,Play Music.,Play the most popular sort by ep by Brooke Fraser
5618,Play Music.,play music from 1950
5619,Play Music.,I want to hear some music from Groove Shark
5620,Play Music.,I'd like to listen to iheart radio's chill out playlist please.
5621,Play Music.,play Joshua Homme Belle And Sebastian Write About Love
5622,Play Music.,I want to hear some psychedelic rock
5623,Play Music.,Play playlist Chilled R&B
5624,Play Music.,I want to hear something from Post-punk Revival
5625,Play Music.,open Fadl Shaker on Spotify and play a melody starting with the newest
5626,Play Music.,Play some music from 1995
5627,Play Music.,Play Noche de chicas playlist
5628,Play Music.,Play the album Making Evening And Night by Cevin Key
5629,Play Music.,Play Slow Rock on Lastfm .
5630,Play Music.,I'd like to hear some trip-hop
5631,Play Music.,Play 2003 Ben Burnley on Spotify
5632,Play Music.,Play the last soundtrack from the sixties
5633,Play Music.,Use Google Music to play some songs by Dr John
5634,Play Music.,Play Suite Sudarmoricaine by Afi on itunes
5635,Play Music.,Play me some music youtube
5636,Play Music.,Play some Mike Burney on Google Music .
5637,Play Music.,Play a tune by Layne Staley
5638,Play Music.,use Iheart radio to play eighties music from Hugh Masekela .
5639,Play Music.,play The New Timer by Augustus Pablo with Itunes
5640,Play Music.,Play symphony by Josh Gracin on Slacker .
5641,Play Music.,Play the top-ten soundtrack from Kiara .
5642,Play Music.,Play a native us song on Last Fm
5643,Play Music.,Use Netflix to play In The Arms Of A Woman playlist
5644,Play Music.,"Play the playlist, Hardstyle, Baby ."
5645,Play Music.,"Play the track Fight On, State by Yuvan Shankar Raja"
5646,Play Music.,Play the top-twenty from Alexander Braginsky .
5647,Play Music.,Play the top-5 sort of ballad music from 2012 .
5648,Play Music.,I want to hear music from the sixties .
5649,Play Music.,Can you play Deezer from 2007 ?
5650,Play Music.,Play the seventies album on last fm
5651,Play Music.,Play me Leonid Soybelman on Vimeo .
5652,Play Music.,play Mikazuki Sunset
5653,Play Music.,play some 2002 music
5654,Play Music.,Please play Casino Boogie
5655,Play Music.,Play some fourties music on Zvooq
5656,Play Music.,Play me a seventies song
5657,Play Music.,Play the most popular Johnny Clarke on Deezer .
5658,Play Music.,play music by Cass Elliot
5659,Play Music.,I want to hear a 1976 symphony by Jam Master Jay
5660,Play Music.,Play the best music by Arthur Johnston .
5661,Play Music.,play wendy james from the fifties
5662,Play Music.,Play music on Netflix by Don Kikas
5663,Play Music.,Play an Alla Pougatcheva ballad on Pandora
5664,Play Music.,listen to Pmd symphony
5665,Play Music.,Play music from 2000 on spotify
5666,Play Music.,Play a 1958 soundtrack by Rudolf Schenker on Netflix .
5667,Play Music.,Play These Four Walls by Yummy Bingham .
5668,Play Music.,Play the track That Would Be Something from Eden Ahbez
5669,Play Music.,Play Dj Shadow 's A Love Hate Masquerade .
5670,Play Music.,Play some music on Lastfm .
5671,Play Music.,I want to hear the newest music from The Railway Children
5672,Play Music.,Play Night Electric Night on Iheart
5673,Play Music.,Open Netflix and play David Frizzell
5674,Play Music.,play Women of Jazz
5675,Play Music.,Play me songs from 1955
5676,Play Music.,play James Moody ballad
5677,Play Music.,Play a top 5 song from Wally Bastian on Google Music
5678,Play Music.,Play me songs from agreable
5679,Play Music.,play Netflix tunes from 2003 on an album
5680,Play Music.,Play Post Garage Wave Revival playlist.
5681,Play Music.,Play a Wendy Carlos song from 2002
5682,Play Music.,Play the music genre Synthpop
5683,Play Music.,Play music off Youtube .
5684,Play Music.,play Deezer tunes Are & Be
5685,Play Music.,Play Dave Mason 's soundtrack on Last Fm .
5686,Play Music.,I want to hear a fourties ballad by Luciano
5687,Play Music.,I want to hear sia furler 's popular songs on Last Fm
5688,Play Music.,Open pandora and play udhreko choli from Chowdiah
5689,Play Music.,Let me hear the Rave Tapes album from Yuki Koyanagi .
5690,Play Music.,Play music from the artist Joe Sample
5691,Play Music.,Start up my Pachangueo Total playlist.
5692,Play Music.,play some Classical music on Spotify
5693,Play Music.,Play While We Were Waiting by Sippie Wallace on Vimeo
5694,Play Music.,Play my Femme Fatale playlist on Vimeo
5695,Play Music.,play The Necromancer
5696,Play Music.,play Slacker tunes
5697,Play Music.,play Angelo Amorevoli
5698,Play Music.,Play eighties
5699,Play Music.,Play Punk Rock music
5700,Play Music.,Play a ballad form 2014 by Double on Google Music
5701,Play Music.,Please play Got The Time
5702,Play Music.,Play ballad music by Jeff Lynne .
5703,Play Music.,play some twenties music on Iheart
5704,Play Music.,Please play Jag Vill Leva I Europa by porta
5705,Play Music.,play music by Billy Powell
5706,Play Music.,Play a song from 1990 on Netflix
5707,Play Music.,Play music by Sha Money Xl sort by good .
5708,Play Music.,Play sound track music from the twenties
5709,Play Music.,Play music from Youtube .
5710,Play Music.,Play me an eighties song by Wes Dakus
5711,Play Music.,Play A Chaos Of Desire from Dan Snaith
5712,Play Music.,play an eighties song by Ler Lalonde
5713,Play Music.,Can you play Maggie Mae on Netflix
5714,Play Music.,Play Bitch Please Ii from Julee Cruise on Iheart
5715,Play Music.,Play a song from 1973 .
5716,Play Music.,Open The Second Adventure album by Hans Nilsson
5717,Play Music.,Use Pandora to play Korean OSTs
5718,Play Music.,Play the Mother Lode by Tamio Okuda
5719,Play Music.,Play Adrian Borland 's music on Zvooq .
5720,Play Music.,Play a tune by Andrew Findon
5721,Play Music.,I want to listen to Speed Metal Symphony
5722,Play Music.,Play Igor Nikolayev music from the fourties
5723,Play Music.,Play Sound Of Love from Papa Mali
5724,Play Music.,play In The Arms Of God on Zvooq by Nimal Mendis
5725,Play Music.,Play a movement from the nineties
5726,Play Music.,I want to hear that tune from 2010
5727,Play Music.,Play the album Killer Instinkt
5728,Play Music.,Play the greatest music you can find by Ari Herstand on Zvooq
5729,Play Music.,Play music from the artist Taktloss from the record in the thirties
5730,Play Music.,"Play Liubi, Liubi, I Love You by Farah Asyikin Binti Zulkifli on Netflix"
5731,Play Music.,Can you play a top 5 song by Manos Hadjidakis
5732,Play Music.,Play music from Carina Round
5733,Play Music.,Play Elitsa Todorova music
5734,Play Music.,play melody music from the thirties
5735,Play Music.,something on Spotify please
5736,Play Music.,Play new Ian Mclagan
5737,Play Music.,Play Seasons In The Sun by Rosco Gordon on iheart
5738,Play Music.,play the last Rocko music with deezer
5739,Play Music.,Play a chant by Mj Cole
5740,Play Music.,Play the concert from Philip Oakey 1973 concert on Netflix
5741,Play Music.,play a symphony that is good from 2000
5742,Play Music.,I wanna hear something on Spotify by Eddie Vinson
5743,Play Music.,Play the song vodka by Kunal Ganjawala on Itunes
5744,Play Music.,Play some new age music
5745,Play Music.,Play Miyavi 's music from seventies on Google Music .
5746,Play Music.,Play some rock & roll by Deezer .
5747,Play Music.,play 2007 tunes by Bunny Berigan
5748,Play Music.,Play thirties concerto music on Google Music
5749,Play Music.,Play Burhøns by Ernie C .
5750,Play Music.,Play Before I Grew Up To Love You by Wafah Dufour
5751,Play Music.,Play me a 1958 adam yauch concerto on Groove Shark
5752,Play Music.,Use Spotify to play me music
5753,Play Music.,Play the latest ballad by September
5754,Play Music.,Play music on youtube
5755,Play Music.,Play some amber kuo from the eighties on Spotify .
5756,Play Music.,Play a sixties song by Classified
5757,Play Music.,play Morning Song
5758,Play Music.,Play the latest ep by Joel Hastings on Itunes .
5759,Play Music.,Play Tomtegubben Som Hade Snuva
5760,Play Music.,play an album on Netflix by chris castle from 2011
5761,Play Music.,Play a chant from 1978 .
5762,Play Music.,Play Punk Essentials on google music
5763,Play Music.,play music from 2014
5764,Play Music.,Play chant music by pappu venugopala rao on Slacker .
5765,Play Music.,Play Leanne Dobinson Right To Dream
5766,Play Music.,play Dick Marx
5767,Play Music.,Play something by Chris Knight
