label,text
Flight.,i want to fly from boston to baltimore
Flight.,what flights go from boston to washington next tuesday
Flight.,what 's the earliest flight from boston to bwi that serves lunch
Ground Service.,show me the car rentals in baltimore
Flight.,may i have a listing of flights from minneapolis to long beach california on wednesday
Flight.,show me the cheapest flight from pittsburgh to atlanta on wednesday which leaves before noon and serves breakfast
Flight.,i 'd like to know the latest flight from atlanta to boston
Flight+airfare.,all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars
Abbreviation.,what does fare code qo mean
Flight.,what is the earliest flight from memphis to cincinnati on june thirtieth
Flight.,does midwest express have any flights
Flight.,i 'm looking for a flight leaving denver traveling to atlanta and stopping at pittsburgh is this possible
Abbreviation.,what is the ap57 restriction
Flight.,i would like to book a flight from baltimore to newark early in the morning on april ninth
Flight.,i need an early flight from dallas to houston
Flight.,show me the flights from oakland to washington
Flight.,show me the flights from boston to san francisco on united airlines
Airfare.,what is the cheapest fare from boston to san francisco
Flight.,show me the flights arriving in baltimore from philadelphia at about 4 o'clock
Flight.,what flights are there from indianapolis to orlando
Flight.,please list all flights between indianapolis and orlando on the twenty seventh of december
Flight.,i live in montreal and i want to travel to chicago then indianapolis and then return home
Flight.,show me flights from washington dc to san francisco with a stopover in denver
Flight.,i would like to book a flight on us air first class from cleveland to miami on february twenty second
Flight.,show me the flights from philadelphia to dallas
Flight.,what flights from st. paul to kansas city on friday with a meal
Flight.,can you list the earliest flights from oakland to salt lake city on thursday
Flight.,show me the flights from boston to philadelphia
Flight.,tell me about flights from st. petersburg arriving in toronto before noon
Flight.,show all tuesday morning flights from pittsburgh to denver
Flight.,show me all flights from charlotte to philadelphia
Flight.,from seattle to salt lake city
Flight.,please show me the philadelphia to denver saturday flights again
Flight.,show me all flights from boston to denver which arrive before noon on wednesday
Flight.,what are connecting flights from chicago into seattle on june fifth
Flight.,i 'd like information on boston to washington
Flight.,i would like to book on delta airlines their earliest possible flight from washington dc to san francisco
Flight.,i need a flight from new york to san francisco
Flight.,i 'd like to go to boston from denver and i 'd like to get there
Flight.,what is the least expensive flight from baltimore to san francisco
Ground Service.,in pittsburgh i 'd like to rent a car
Flight.,show me all the flights from indianapolis to san diego on us air
Flight.,show me all flights from san diego to los angeles
Flight.,show me all the flights that arrive in baltimore from anywhere between 1850 and midnight
Flight.,list the flights from philadelphia to dallas on american airlines
Flight.,what is the latest flight from salt lake city to phoenix
Airfare.,show me the most expensive fare
Flight.,are there any early flights from atlanta to washington on thursday mornings
Airfare.,show me the most expensive fare
Flight.,i need a flight to seattle leaving from baltimore making a stop in minneapolis
Abbreviation.,what does us mean
Flight.,i would like to book a flight on us air first class from cleveland to miami on february twenty fourth
Flight.,what are all flights from pittsburgh to boston on wednesdays
Aircraft.,what kind of airplane is flight ua 270 from denver to philadelphia
Flight.,information on flights from philadelphia to san francisco
Flight.,show me the evening flights from atlanta to boston
Flight.,show any flights leaving san francisco on sunday and arriving in pittsburgh
Airfare.,what is the cheapest one way fare from san francisco to boston on wednesday august twenty first
Flight.,shortest flight from boston to philadelphia
Flight.,okay for now i would like information on a flight on april twenty seventh from pittsburgh to atlanta leaving early in the morning about 8 o'clock
Airfare.,i 'd like to find the cheapest fare from atlanta to dallas
Flight.,list the earliest flight from st. paul to san jose
Flight.,can you list all flights that depart from orlando to kansas city
Flight.,i 'd like to arrange a flight from pittsburgh to atlanta
Flight.,give me the flights from new york city to las vegas on sunday and the flights from memphis to las vegas on sunday
Airline.,show me the airlines that fly from toronto to san francisco
Flight.,find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop
Flight.,please list flights between san francisco and denver
Flight.,what flights are there from minneapolis to newark on continental
Flight.,list flights from san francisco to denver on friday
Flight.,is there a flight leaving at 1505 from pittsburgh to baltimore on july twenty fifth 1991
Ground Service.,tell me about ground transportation between orlando international and orlando
Flight.,what flights are there from charlotte to baltimore
Flight.,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon
Flight.,i need to go from boston to atlanta in the same day find me the earliest flight from boston
