,text,intent
8913,I'd like a reminder to take Great Aunt D to lunch next week,Create Reminder.
8914,What time is the reminder for tomorrows golf game,Get Reminder Date Time.
8915,what are my reminders for study group this week,Get Reminder.
8916,Do I have a reminder with Dick regarding job applications at the end of this month?,Get Reminder.
8917,Create a reminder to practice doing the splits every night.,Create Reminder.
8918,Set up a reminder for my sister to visit her friend at 3 on sunday,Create Reminder.
8919,Remind me to play more,Create Reminder.
8920,Send me a reminder every 15 minutes to check on the project for the next 4 hours.,Create Reminder.
8921,remove any reminders regarding work,Delete Reminder.
8922,What time is Fridays meeting reminder set for,Get Reminder Date Time.
8923,reset the reminder for work tomorrow since today's failed,Update Reminder Date Time.
8924,Update the reminder to send invoices to the last Friday of every month,Update Reminder.
8925,Remind me to meet with Adam 2 hours before the football draft,Create Reminder.
8926,Can you remind me about my dentist appointment tomorrow afternoon?,Create Reminder.
8927,i need a new reminder about the mtv awards tomorrow night at 7,Create Reminder.
8928,set up dentist reminder,Create Reminder.
8929,Remind Alex to feed and water Miya and to take her out starting Monday,Create Reminder.
8930,get all reminders about high school reunion,Get Reminder.
8931,get rid of tuesday's meeting reminder,Delete Reminder.
8932,Display the reminder for posting updates to the Singing Choir's Facebook page.,Get Reminder.
8933,remind me one hour before a new episode of Empire,Create Reminder.
8934,Create a reminder to take in Vanders mail next week.,Create Reminder.
8935,please set reminders on my calendar an hour before every scheduled meeting,Create Reminder.
8936,Remind me to bring the receipt,Create Reminder.
8937,Cancel the reminder to take Blue in to see the vet.,Delete Reminder.
8938,Change reminder to 10 o’clock,Update Reminder Date Time.
8939,Have I set any reminders for November yet,Get Reminder.
8940,Show all reminders for Saturday.,Get Reminder.
8941,Reminder to get milk,Create Reminder.
8942,Cancel the baseball game reminder for tomorrow,Delete Reminder.
8943,Set a reminder for me to book our rental car for vacation by the end of the week.,Create Reminder.
8944,Please set a reminder to take half a pill on the weekends.,Create Reminder.
8945,Read our reminders for next  Wednesday,Get Reminder.
8946,Change the reminder for vacation to Saturday.,Update Reminder Date Time.
8947,Can you show me Bill's work reminders for this week?,Get Reminder.
8948,can you change a reminder to take taylor out to lunch for today instead of tomorrow,Update Reminder Date Time.
8949,Can you remind me to buy hamburgers for Allyson's party on Saturday?,Create Reminder.
8950,Move our reminder for Jims party to next Sunday.,Update Reminder Date Time.
8951,Show all of the reminders for tomorrow.,Get Reminder.
8952,Show my reminder for buying Grace's Christmas present.,Get Reminder.
8953,Remind me to take my medicine,Create Reminder.
8954,"What's my next reminder this morning, and is it for my workout class?",Get Reminder.
8955,remind me 60 days before our Disney trip to book the Fast Passes,Create Reminder.
8956,What are the reminders for all the people on the soccer team for next week?,Get Reminder.
8957,Set up a reminder for me to see Ben's theater productions in December and January.,Create Reminder.
8958,"Something came up, delete all reminders for today",Delete Reminder.
8959,Change the reminder for my sister's wedding from 5 to 6.,Update Reminder Date Time.
8960,remind neal and jen to meet us at 7 and alert them a half hour before,Create Reminder.
8961,Change replacing batteries reminder to Sunday from Saturday and alert me an hour before.,Update Reminder Date Time.
8962,Show me the furthest out reminder that I've set,Get Reminder.
8963,Remind me to send Janet a text about our date,Create Reminder.
8964,Where is the location of my reminder for Rachel's birthday party?,Get Reminder Location.
8965,Show my tomorrow's reminder.,Get Reminder.
8966,change the reminder to bring a salad to the picnic saturday to 8 a.m. instead of later,Update Reminder Date Time.
8967,can you alert me about the previous reminder again in 1 hour,Update Reminder Date Time.
8968,I need an alert to pay the gardener Thursday at noon.,Create Reminder.
8969,Show me all of Al's meeting reminders for the month.,Get Reminder.
8970,can you remind my dad to send a gift to his mother,Create Reminder.
8971,Send a reminder 10 minutes before the even this evening,Create Reminder.
8972,Do I have any reminders the week of thanksgiving or the week of Christmas,Get Reminder.
8973,Remove reminder for weekly meetings,Delete Reminder.
8974,Change reminder for clinical dossier report to Friday at 8am,Update Reminder Date Time.
8975,"it's raining so the cancelled the game tonight, please delete the reminder",Delete Reminder.
8976,cancel the reminder to file my tax returns by mail,Delete Reminder.
8977,Remind my to get milk when I go grocery shopping,Create Reminder.
8978,remind me to get to work at 730 am Tuesday,Create Reminder.
8979,Please search for all reminders about the dog's vet visits this year,Get Reminder.
8980,Get rid of all reminders about leaf pick up this month.,Delete Reminder.
8981,Do I have any school reminders for this week?,Get Reminder.
8982,Remind me to pay the cellphone bill before 11pm today.,Create Reminder.
8983,can you alert me 10 minutes before today's meeting,Create Reminder.
8984,Please tell me all of my monthly reminders starting with next month.,Get Reminder.
8985,Cancel the reminder that I had set for 7pm,Delete Reminder.
8986,display all of my reminders,Get Reminder.
8987,Remind me to pick up a birthday card for Alise on the 29th.,Create Reminder.
8988,Are there any upcoming reminders with dad,Get Reminder.
8989,Remind me to sign-up for the newspaper tomorrow.,Create Reminder.
8990,The season for my favorite show ended so please remove the weekly reminder for Survivor.,Delete Reminder.
8991,pull up reminders of september doctors appointments,Get Reminder.
8992,remove reminder about grocery shopping,Delete Reminder.
8993,Tell me about the next 5 reminders,Get Reminder.
8994,Remind me every other Friday to vacuum.,Create Reminder.
8995,What was my reminder for church this week,Get Reminder.
8996,Delete the reminder to reschedule tomorrow's meeting,Delete Reminder.
8997,change my work meeting reminder from 3 to 4 pm,Update Reminder Date Time.
8998,show me all reminders for next week.,Get Reminder.
8999,Set a reminder for dinner tomorrow,Create Reminder.
9000,do we have any family reminders due this weekend,Get Reminder.
9001,"August 30 is the Chiefs game, will you remind me to print the tickets that morning?",Create Reminder.
9002,do I have any reminders for lunch,Get Reminder.
9003,Clear all of my reminders for next week.,Delete Reminder.
9004,I want all of my reminders removed about my school assignments,Delete Reminder.
9005,Show me the TV repair reminder,Get Reminder.
9006,Do you have a reminder set for my test tomorrow?,Get Reminder.
9007,update Gertha's reminder and change 3pm to 1pm,Update Reminder Date Time.
9008,Remove my reminder to not keep my phone charging overnight.,Delete Reminder.
9009,Remind me about making a dentist appointment,Create Reminder.
9010,Delete my last five reminders.,Delete Reminder.
9011,Find me the reminder for Uncle Jeb's hotel reservation.,Get Reminder.
9012,Remind me I have to buy a cake and also a gift for Danielas’s surprise party,Create Reminder.
9013,How do I find my reminders for this month?,Help Reminder.
9014,What is my next reminder including Tom?,Get Reminder.
9015,Get rid of the reminder I have on Saturday for the yard sale.,Delete Reminder.
9016,Remove all reminders for the month of January with Ellen.,Delete Reminder.
9017,Create a reminder for next Saturday at 2pm about Michelle's graduation party.,Create Reminder.
9018,please delete reminders,Delete Reminder.
9019,Move my reminder to pick up my dry cleaning on Wednesday.,Update Reminder Date Time.
9020,erase my reminder to order food for the party this weekend,Delete Reminder.
9021,Show the past three reminders.,Get Reminder.
9022,I will be chatting online with my school mate this weekend. Please remind me to log in.,Create Reminder.
9023,Bring up all reminders with dad.,Get Reminder.
9024,where is the location for tomorrow's breakfast reminder?,Get Reminder Location.
9025,move my reminder for getting flowers for Lisa to Friday,Update Reminder Date Time.
9026,Remind Dalton to take trash out every Tuesday night.,Create Reminder.
9027,Change all reminders for my weekly work update meetings from Tuesday to Wednesday.,Update Reminder Date Time.
9028,Reminders for Tina and Cord's reunion weekend please,Get Reminder.
9029,Make a reminder for me to do my homework tonight at 9 PM.,Create Reminder.
9030,Set the piano reminder from today to tomorrow,Update Reminder Date Time.
9031,"Update the reminder, that Jayson's dentist appointment has been changed from 8:30 to 9:00.",Update Reminder Date Time.
9032,Remind me to buy Christmas cards,Create Reminder.
9033,Add buy wine to to-do list for Reminder for Me 101.,Update Reminder Todo.
9034,what are my sunday reminders with jo,Get Reminder.
9035,List all reminders for aunts birthday week,Get Reminder.
9036,Remind me to create a bid for Tracy's wedding photography tomorrow morning.,Create Reminder.
9037,Move the reminder for Bob's birthday party to Monday,Update Reminder Date Time.
9038,delete my reminder about doing the grocery shopping on saturday,Delete Reminder.
9039,delete fridays work reminders,Delete Reminder.
9040,Remind me to schedule pediatrician's visit.,Create Reminder.
9041,Show me all weekend reminders.,Get Reminder.
9042,set up a weekly reminder on wednesday nights at 5 for bowling night,Create Reminder.
9043,Set up a reminder to buy tickets for the Dream Theater concert when they go on sale tomorrow at 10 am.,Create Reminder.
9044,Please update all my reminders to my new time zone EST,Update Reminder Date Time.
9045,Set a reminder to clean the house at 1pm on Saturday,Create Reminder.
9046,Set up a monthly reminder to make a deposit into the savings account for Ted.,Create Reminder.
9047,"Show me reminders that recur on Mondays, Wednesdays, and Fridays.",Get Reminder.
